"inchikey"	"synonym"
"GWNVDXQDILPJIG-UHFFFAOYSA-N"	"(sub"
"GWNVDXQDILPJIG-UHFFFAOYSA-N"	"(sub 4)"
"HEBKCHPVOIAQTA-UHFFFAOYSA-N"	"(sugar)"
"KWGRBVOPPLSCSI-UHFFFAOYSA-N"	"(sustained"
"XLXSAKCOAKORKW-UHFFFAOYSA-N"	"(swine)"
"DRLFMBDRBRZALE-UHFFFAOYSA-N"	"(synth.)"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N"	"(teething"
"BLFLLBZGZJTVJG-UHFFFAOYSA-N"	"(teething"
"GHXZTYHSJHQHIJ-UHFFFAOYSA-N"	"(tinted)"
"IUBSYMUCCVWXPE-UHFFFAOYSA-N"	"(type l)"
"GOEMGAFJFRBGGG-UHFFFAOYSA-N"	"(type s)"
"RPOBPHCDIPHDQL-UHFFFAOYSA-L"	"(v)"
"NLVFBUXFDBBNBW-UHFFFAOYSA-N"	"(vantage"
"NLVFBUXFDBBNBW-UHFFFAOYSA-N"	"(vantage"
"FPIPGXGPPPQFEQ-UHFFFAOYSA-N"	"(vit a)"
"JZRWCGZRTZMZEH-UHFFFAOYSA-N"	"(vit b1)"
"AUNGANRZJHBGPY-UHFFFAOYSA-N"	"(vit b2)"
"LXNHXLLTXMVWPM-UHFFFAOYSA-N"	"(vit b6)"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"(vit c)"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"(vitamin e"
"YBJHBAHKTGYVGT-UHFFFAOYSA-N"	"(vitamin)"
"XSQUKJJJFZCRTK-UHFFFAOYSA-N"	"(w/"
"XSQUKJJJFZCRTK-UHFFFAOYSA-N"	"(w/"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"(water"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"(water"
"VHRSUDSXCMQTMA-UHFFFAOYSA-N"	"(with"
"VHRSUDSXCMQTMA-UHFFFAOYSA-N"	"(with"
"SNPPWIUOZRMYNY-UHFFFAOYSA-N"	"(xl)"
"WUWDLXZGHZSWQZ-UHFFFAOYSA-N"	"(z)-su"
"MKXZASYAUGDDCJ-UHFFFAOYSA-N"	"[ban:jan]"
"LELOWRISYMNNSU-UHFFFAOYSA-N"	"[chn]"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"[co(oh)2]"
"CURLTUGMZLYLDI-UHFFFAOYSA-N"	"[co2]"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"[co3](2-)"
"KBZOIRJILGZLEJ-UHFFFAOYSA-N"	"[cyclo"
"KBZOIRJILGZLEJ-UHFFFAOYSA-N"	"[cyclo"
"HPYIIXJJVYSMCV-UHFFFAOYSA-N"	"[d-phe(12),"
"HPYIIXJJVYSMCV-UHFFFAOYSA-N"	"[d-phe(12),"
"HPYIIXJJVYSMCV-UHFFFAOYSA-N"	"[d-phe(12), nle(21,38),"
"HPYIIXJJVYSMCV-UHFFFAOYSA-N"	"[d-phe(12), nle(21,38),"
"SHGAZHPCJJPHSC-UHFFFAOYSA-N"	"[denmark]"
"SHGAZHPCJJPHSC-UHFFFAOYSA-N"	"[france]"
"FPIPGXGPPPQFEQ-UHFFFAOYSA-N"	"[inn:ban]"
"YNJBWRMUSHSURL-UHFFFAOYSA-N"	"[iso]"
"NIJJYAXOARWZEE-UHFFFAOYSA-N"	"[latin]"
"VZCYOOQTPOCHFL-UHFFFAOYSA-N"	"[na2215]"
"HEDRZPFGACZZDS-UHFFFAOYSA-N"	"[nf"
"HEDRZPFGACZZDS-UHFFFAOYSA-N"	"[nf"
"HEDRZPFGACZZDS-UHFFFAOYSA-N"	"[nf xvii]"
"SHGAZHPCJJPHSC-UHFFFAOYSA-N"	"[norway]"
"LFQSCWFLJHTTHZ-UHFFFAOYSA-N"	"[oeth]"
"NIJJYAXOARWZEE-UHFFFAOYSA-N"	"[spanish]"
"QQZWEECEMNQSTG-UHFFFAOYSA-N"	"[spirit]"
"SNICXCGAKADSCV-UHFFFAOYSA-N"	"[un1654]"
"HEDRZPFGACZZDS-UHFFFAOYSA-N"	"[un1888]"
"PAFZNILMFXTMIY-UHFFFAOYSA-N"	"[un2357]"
"CLUWOWRTHNNBBU-UHFFFAOYSA-N"	"[un2785]"
"OIRDTQYFTABQOQ-UHFFFAOYSA-N"	"[usan:ban}"
"BFPYWIDHMRZLRN-UHFFFAOYSA-N"	"{[orion]}"
"PANKHBYNKQNAHN-UHFFFAOYSA-N"	"/-"
"PANKHBYNKQNAHN-UHFFFAOYSA-N"	"/-"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"/fever"
"GMVPRGQOIOIIMI-UHFFFAOYSA-N"	"/vial"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"# 2"
"PVNIIMVLHYAWGP-UHFFFAOYSA-N"	"# 7"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"#1084-lot"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"#1084-lot 0.3%"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"+acne"
"WTFXJFJYEJZMFO-UHFFFAOYSA-N"	"+b"
"WTFXJFJYEJZMFO-UHFFFAOYSA-N"	"+b 782"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"+caplet"
"QYSXJUFSXHHAJI-UHFFFAOYSA-N"	"+d"
"QYSXJUFSXHHAJI-UHFFFAOYSA-N"	"+d3"
"QYSXJUFSXHHAJI-UHFFFAOYSA-N"	"+vit d3"
"MKPLKVHSHYCHOC-UHFFFAOYSA-N"	"0.004%"
"MKPLKVHSHYCHOC-UHFFFAOYSA-N"	"0.004%"
"BFPYWIDHMRZLRN-UHFFFAOYSA-N"	"0.02 mg."
"BFPYWIDHMRZLRN-UHFFFAOYSA-N"	"0.02 mg."
"GJSURZIOUXUGAL-UHFFFAOYSA-N"	"0.025mg"
"UZHSEJADLWPNLE-UHFFFAOYSA-N"	"0.02mg/ml"
"UZHSEJADLWPNLE-UHFFFAOYSA-N"	"0.02mg/ml"
"SYTBZMRGLBWNTM-UHFFFAOYSA-N"	"0.03%"
"SYTBZMRGLBWNTM-UHFFFAOYSA-N"	"0.03%"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"0.04%"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"0.04%"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"0.05"
"LTMHDMANZUZIPE-UHFFFAOYSA-N"	"0.05mg/ml pediatric"
"LTMHDMANZUZIPE-UHFFFAOYSA-N"	"0.0625mg"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"0.08%"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"0.08%"
"ZBPLOVFIXSTCRZ-UHFFFAOYSA-N"	"0.09%"
"ZBPLOVFIXSTCRZ-UHFFFAOYSA-N"	"0.09%"
"VOVIALXJUBGFJZ-UHFFFAOYSA-N"	"0.125"
"RKUNBYITZUJHSG-UHFFFAOYSA-N"	"0.125mg/ml"
"UCTWMZQNUQWSLP-UHFFFAOYSA-N"	"0.15"
"CNBGNNVCVSKAQZ-UHFFFAOYSA-N"	"0.15%"
"CNBGNNVCVSKAQZ-UHFFFAOYSA-N"	"0.15%"
"UCTWMZQNUQWSLP-UHFFFAOYSA-N"	"0.15mg"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"0.16%"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"0.16%"
"JVTAAEKCZFNVCJ-UHFFFAOYSA-N"	"0.167"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"0.2"
"AUZONCFQVSMFAP-UHFFFAOYSA-N"	"0.25gm"
"VAAUVRVFOQPIGI-UHFFFAOYSA-N"	"0.25gm/vial"
"OFHCOWSQAMBJIW-UHFFFAOYSA-N"	"0.2mcg/ml"
"OFHCOWSQAMBJIW-UHFFFAOYSA-N"	"0.2mcg/ml"
"UCTWMZQNUQWSLP-UHFFFAOYSA-N"	"0.3"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"0.3-60mg/15"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"0.3-60mg/15 sq"
"NLVFBUXFDBBNBW-UHFFFAOYSA-N"	"0.3% ophthalmic"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"0.3% triclosan"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"0.3%-liq"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"0.3%-liq"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"0.3%-liq oph"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N"	"0.3%-ont"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N"	"0.3%-ont"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"0.307%"
"NOOLISFMXDJSKH-UHFFFAOYSA-N"	"0.307%"
"UCTWMZQNUQWSLP-UHFFFAOYSA-N"	"0.30mg"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"0.32%"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"0.32%"
"CSDTZUBPSYWZDX-UHFFFAOYSA-N"	"0.33"
"CSDTZUBPSYWZDX-UHFFFAOYSA-N"	"0.33 ml/cap"
"WREGKURFCTUGRC-UHFFFAOYSA-N"	"0.375mg"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"0.3mg/hr"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"0.3mg/hr"
"RKUNBYITZUJHSG-UHFFFAOYSA-N"	"0.3mg/ml"
"RKUNBYITZUJHSG-UHFFFAOYSA-N"	"0.3mg/ml"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"0.4% in"
"NNJVILVZKWQKPM-UHFFFAOYSA-N"	"0.4% in"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"0.45% in"
"ZFXYFBGIUFBOJW-UHFFFAOYSA-N"	"0.45% in"
"OVBPIULPVIDEAO-UHFFFAOYSA-N"	"0.4mg"
"RKUNBYITZUJHSG-UHFFFAOYSA-N"	"0.4mg/0.5ml"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"0.4mg/eam"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"0.4mg/eam"
"PGBHMTALBVVCIT-UHFFFAOYSA-N"	"0.5 gm"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"0.5 oz"
"WIIZWVCIJKGZOK-UHFFFAOYSA-N"	"0.5%-liq"
"WIIZWVCIJKGZOK-UHFFFAOYSA-N"	"0.5%-liq"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"0.55%"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"0.55%"
"JLRGJRBPOGGCBT-UHFFFAOYSA-N"	"0.5gm"
"GPRBEKHLDVQUJE-UHFFFAOYSA-N"	"0.5gm/vial"
"GMRQFYUYWCNGIN-UHFFFAOYSA-N"	"0.5mcg"
"NJMYODHXAKYRHW-UHFFFAOYSA-N"	"0.5mg-tab"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"0.5mg/5ml"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"0.5mg/5ml"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"0.5mg/imp"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"0.5mg/imp"
"XLXSAKCOAKORKW-UHFFFAOYSA-N"	"0.5mg/vial"
"DGBIGWXXNGSACT-UHFFFAOYSA-N"	"0.5tab"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"0.6"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"0.6%"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"0.6%"
"JKKFKPJIXZFSSB-UHFFFAOYSA-N"	"0.625mg"
"JKKFKPJIXZFSSB-UHFFFAOYSA-N"	"0.625mg/gm"
"LSLYOANBFKQKPT-UHFFFAOYSA-N"	"0.625mg/ml"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"0.7%"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"0.7%"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"0.72mg/gm"
"FUSNMLFNXJSCDI-UHFFFAOYSA-N"	"0.72mg/gm"
"SNIOPGDIGTZGOP-UHFFFAOYSA-N"	"0.8"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"0.83%"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"0.83%"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"0.83% sodium"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"0.86%"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"0.86%"
"ZBBHBTPTTSWHBA-UHFFFAOYSA-N"	"0.86% sodium"
"OVBPIULPVIDEAO-UHFFFAOYSA-N"	"0.8mg"
"XLXSAKCOAKORKW-UHFFFAOYSA-N"	"0.8mg/vial"
"YVPYQUNUQOZFHG-UHFFFAOYSA-N"	"0.9974g/g"
"JKKFKPJIXZFSSB-UHFFFAOYSA-N"	"0.9mg"
"JGSARLDLIJGVTE-UHFFFAOYSA-N"	"000 000"
"JGSARLDLIJGVTE-UHFFFAOYSA-N"	"000 iu"
"RGFBRLNVZCCMSV-UHFFFAOYSA-N"	"0903m"
"WQZGKKKJIJFFOK-UHFFFAOYSA-N"	"097(hs)"
"JGSARLDLIJGVTE-UHFFFAOYSA-N"	"1 000"
"QXHHHPZILQDDPS-UHFFFAOYSA-N"	"1 1"
"XEFQLINVKFYRCS-UHFFFAOYSA-N"	"1 1/2"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"1 acne"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"1 fight"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"1 foaming"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"1 gm"
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"1 ml"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"1 pads"
"MKXZASYAUGDDCJ-UHFFFAOYSA-N"	"1 syr"
"LRXYHMMJJCTUMY-UHFFFAOYSA-N"	"1 toxin"
"UCHDWCPVSPXUMX-UHFFFAOYSA-N"	"1-[[[(1"
"UCHDWCPVSPXUMX-UHFFFAOYSA-N"	"1-[[[(1"
"UCHDWCPVSPXUMX-UHFFFAOYSA-N"	"1-[[[(1"
"IPVQLZZIHOAWMC-UHFFFAOYSA-N"	"1-ethyl"
"BOEGTKLJZSQCCD-UHFFFAOYSA-N"	"1-wasser"
"CYTYCFOTNPOANT-UHFFFAOYSA-N"	"1,1,2,"
"CYTYCFOTNPOANT-UHFFFAOYSA-N"	"1,1,2,"
"CURUTKGFNZGFSE-UHFFFAOYSA-N"	"1,1&#39"
"GMRQFYUYWCNGIN-UHFFFAOYSA-N"	"1,25"
"RNBGYGVWRKECFJ-UHFFFAOYSA-N"	"1,6-bis"
"QYSXJUFSXHHAJI-UHFFFAOYSA-N"	"1:1"
"ALWKGYPQUAPLQC-UHFFFAOYSA-N"	"1:2000"
"ALWKGYPQUAPLQC-UHFFFAOYSA-N"	"1:400"
"JWZZKOKVBUJMES-UHFFFAOYSA-N"	"1:5000"
"VNFPBHJOKIVQEB-UHFFFAOYSA-N"	"1.0% antifungal"
"GPRBEKHLDVQUJE-UHFFFAOYSA-N"	"1.0g/vial"
"ZEWQUBUPAILYHI-UHFFFAOYSA-N"	"1.18mg/ml"
"ZEWQUBUPAILYHI-UHFFFAOYSA-N"	"1.18mg/ml"
"BQJCRHHNABKAKU-UHFFFAOYSA-N"	"1.1mg/ml"
"BQJCRHHNABKAKU-UHFFFAOYSA-N"	"1.1mg/ml"
"NDAUXUAQIAJITI-UHFFFAOYSA-N"	"1.25mg/2.5ml"
"NLVFBUXFDBBNBW-UHFFFAOYSA-N"	"1.2gm/30ml"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"1.2mg/ml"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"1.2mg/ml"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"1.5gm"
"JFPVXVDWJQMJEE-UHFFFAOYSA-N"	"1.5gm/add-vantage"
"JFPVXVDWJQMJEE-UHFFFAOYSA-N"	"1.5gm/vial"
"VMIYHDSEFNYJSL-UHFFFAOYSA-N"	"1.5mg"
"UQCNKQCJZOAFTQ-UHFFFAOYSA-N"	"1.5mg/ml"
"UQCNKQCJZOAFTQ-UHFFFAOYSA-N"	"1.5mg/ml"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"1.6mg/ml"
"CEAZRRDELHUEMR-UHFFFAOYSA-N"	"1.6mg/ml"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"1.7%"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"1.7%"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"1.8%"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"1.8%"
"GBXSMTUPTTWBMN-UHFFFAOYSA-N"	"1'-ethyl"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"1/2 crm"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"1/2 lot"
"UREBDLICKHMUKA-UHFFFAOYSA-N"	"1/2 ont"
"JVTAAEKCZFNVCJ-UHFFFAOYSA-N"	"1/6"
"JVTAAEKCZFNVCJ-UHFFFAOYSA-N"	"1/6 molar"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"1%-crm"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"1%-crm"
"XSQUKJJJFZCRTK-UHFFFAOYSA-N"	"10 crm"
"SKIVFJLNDNKQPD-UHFFFAOYSA-N"	"10 dps"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"10 poison"
"PGBHMTALBVVCIT-UHFFFAOYSA-N"	"10 x"
"ANTSCNMPPGJYLG-UHFFFAOYSA-N"	"10-4"
"BFCRRLMMHNLSCP-UHFFFAOYSA-N"	"10-5970"
"UVHRDGWHIDFWID-UHFFFAOYSA-N"	"10-pahsa"
"HYIMSNHJOBLJNT-UHFFFAOYSA-N"	"10-srt"
"SKIVFJLNDNKQPD-UHFFFAOYSA-N"	"10.0%"
"SKIVFJLNDNKQPD-UHFFFAOYSA-N"	"10.0%"
"RZVAJINKPMORJF-UHFFFAOYSA-N"	"10/660"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"100 cap"
"HEFNNWSXXWATRW-UHFFFAOYSA-N"	"100 dye"
"ZQPPMHVWECSIRJ-UHFFFAOYSA-N"	"100 fg"
"ZQPPMHVWECSIRJ-UHFFFAOYSA-N"	"100 fgk"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"100 i.u."
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"100 i.u."
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"100 iu"
"MUMGGOZAMZWBJJ-UHFFFAOYSA-N"	"100 sus"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"100 ui"
"MYSWGUAQZAJSOK-UHFFFAOYSA-N"	"100-tab"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"100,000units/gm"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"100.000"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"100.000 iu/ml"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"1000 i.u."
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"1000 i.u."
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"1000 iu"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"1000 mcg"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"1000 mcg/ml"
"FPIPGXGPPPQFEQ-UHFFFAOYSA-N"	"10000 i.u."
"QYSXJUFSXHHAJI-UHFFFAOYSA-N"	"10000 iu"
"FPIPGXGPPPQFEQ-UHFFFAOYSA-N"	"10000 u.i."
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"100000"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"100000 unit/ml"
"JGSARLDLIJGVTE-UHFFFAOYSA-N"	"10000000"
"JGSARLDLIJGVTE-UHFFFAOYSA-N"	"1000000iu"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"100000iu"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"100000iu/gm"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"100000iu/ml"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"100000unit/gm"
"ZDFDJJJGIRGMBE-UHFFFAOYSA-N"	"100000unit/ml"
"FPIPGXGPPPQFEQ-UHFFFAOYSA-N"	"10000iu"
"FPIPGXGPPPQFEQ-UHFFFAOYSA-N"	"10000ui"
"FPIPGXGPPPQFEQ-UHFFFAOYSA-N"	"10000unit"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"1000inj"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"1000mcg/ml"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"1000mg/8ml"
"BCQZXOMGPXTTIC-UHFFFAOYSA-N"	"1000mg/gm"
"BCQZXOMGPXTTIC-UHFFFAOYSA-N"	"1000mg/gm"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"1000mg/tsp"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"1000unit"
"KRKNYBCHXYNGOX-UHFFFAOYSA-N"	"1000units"
"TXEIIPDJKFWEEC-UHFFFAOYSA-N"	"1006a"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"100cap"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"100iu"
"CIWBSHSKHKDKBQ-UHFFFAOYSA-N"	"100m"
"OEYIOHPDSNJKLS-UHFFFAOYSA-N"	"100mg-tab"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"100mg/2ml"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"100mg/2ml"
"HSRJKNPTNIJEKV-UHFFFAOYSA-N"	"100mg/5ml sans"
"JYGXADMDTFJGBT-UHFFFAOYSA-N"	"100mg/60ml"
"KLBQZWRITKRQQV-UHFFFAOYSA-N"	"100mg/tab"
"KLBQZWRITKRQQV-UHFFFAOYSA-N"	"100mg/tab"
"UHDGCWIWMRVCDJ-UHFFFAOYSA-N"	"100mg/vial"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"100ui"
"GVJHHUAWPYXKBD-UHFFFAOYSA-N"	"100unit/ml"
"UWKQSNNFCGGAFS-UHFFFAOYSA-N"	"101440e"
"GXVXXETYXSPSOA-UHFFFAOYSA-N"	"1023a"
"NZCRJKRKKOLAOJ-UHFFFAOYSA-N"	"105sv"
"ACTIUHUUMQJHFO-UHFFFAOYSA-N"	"10aa"
"PGBHMTALBVVCIT-UHFFFAOYSA-N"	"10cm"
"JCQLYHFGKNRPGE-UHFFFAOYSA-N"	"10gm/15ml"
"JCQLYHFGKNRPGE-UHFFFAOYSA-N"	"10gm/15ml"
"XCTYLCDETUVOIP-UHFFFAOYSA-N"	"10h-phenothiazine,"
"ACTIUHUUMQJHFO-UHFFFAOYSA-N"	"10l10"
"JGSARLDLIJGVTE-UHFFFAOYSA-N"	"10m"
"JGSARLDLIJGVTE-UHFFFAOYSA-N"	"10m i.u."
"JGSARLDLIJGVTE-UHFFFAOYSA-N"	"10m i.u."
"FKNXQNWAXFXVNW-UHFFFAOYSA-N"	"10mcg/aem"
"JVTAAEKCZFNVCJ-UHFFFAOYSA-N"	"10meq"
"JVTAAEKCZFNVCJ-UHFFFAOYSA-N"	"10meq in"
"HYIMSNHJOBLJNT-UHFFFAOYSA-N"	"10mg-cap"
"LMOINURANNBYCM-UHFFFAOYSA-N"	"10mg/5.0ml"
"ZZUFCTLCJUWOSV-UHFFFAOYSA-N"	"10mg/ml-im"
"ZZUFCTLCJUWOSV-UHFFFAOYSA-N"	"10mg/ml-im iv"
"KLBQZWRITKRQQV-UHFFFAOYSA-N"	"10mg/tab"
"KLBQZWRITKRQQV-UHFFFAOYSA-N"	"10mg/tab"
"GKCBAIGFKIBETG-UHFFFAOYSA-N"	"11.6mg/gm"
"GKCBAIGFKIBETG-UHFFFAOYSA-N"	"11.6mg/gm"
"ZEWQUBUPAILYHI-UHFFFAOYSA-N"	"11.8mg/ml"
"ZEWQUBUPAILYHI-UHFFFAOYSA-N"	"11.8mg/ml"
"GMVPRGQOIOIIMI-UHFFFAOYSA-N"	"11.9mcg"
"XUIIKFGFIJCVMT-UHFFFAOYSA-N"	"112mcg"
"YGXCETJZBDTKRY-UHFFFAOYSA-N"	"114b"
"YGXCETJZBDTKRY-UHFFFAOYSA-N"	"114b1"
"SNICXCGAKADSCV-UHFFFAOYSA-N"	"114mg"
"XFCLJVABOIYOMF-UHFFFAOYSA-N"	"1157a"
"XEYBRNLFEZDVAW-UHFFFAOYSA-N"	"11b-pge2"
"YGSDEFSMJLZEOE-UHFFFAOYSA-N"	"12 in"
"CURLTUGMZLYLDI-UHFFFAOYSA-N"	"12.1%"
"CURLTUGMZLYLDI-UHFFFAOYSA-N"	"12.1%"
"CURLTUGMZLYLDI-UHFFFAOYSA-N"	"12.1% w"
"CURLTUGMZLYLDI-UHFFFAOYSA-N"	"12.1% w"
"JRWZLRBJNMZMFE-UHFFFAOYSA-N"	"12.5mg/ml"
"JRWZLRBJNMZMFE-UHFFFAOYSA-N"	"12.5mg/ml"
"KWGRBVOPPLSCSI-UHFFFAOYSA-N"	"120 srt"
"XIMXJQOPHNZJDD-UHFFFAOYSA-N"	"1200mcg"
"UMQUQWCJKFOUGV-UHFFFAOYSA-N"	"12177a"
"PDWUPXJEEYOOTR-UHFFFAOYSA-N"	"123 mibg"
"ZAIPMKNFIOOWCQ-UHFFFAOYSA-N"	"125-orl"
"QYIYFLOTGYLRGG-UHFFFAOYSA-N"	"125-pws"
"QYIYFLOTGYLRGG-UHFFFAOYSA-N"	"125-pws 25mg/ml"
"QYIYFLOTGYLRGG-UHFFFAOYSA-N"	"125-sus 25mg/ml"
"LSQZJLSUYDQPKJ-UHFFFAOYSA-N"	"125/5ml"
"BVKZGUZCCUSVTD-UHFFFAOYSA-N"	"1250mg"
"XURCMZMFZXXQDJ-UHFFFAOYSA-N"	"1253-28-7"
"KHKDIUPVDIEHAH-UHFFFAOYSA-N"	"1254-35-9"
"DEFOZIFYUBUHHU-UHFFFAOYSA-N"	"1255-35-2"
"XUIIKFGFIJCVMT-UHFFFAOYSA-N"	"125mcg"
"OEXHQOGQTVQTAT-UHFFFAOYSA-N"	"125mcg/ml"
"OEXHQOGQTVQTAT-UHFFFAOYSA-N"	"125mcg/ml"
"AVKUERGKIZMTKX-UHFFFAOYSA-N"	"125mg/vial"
"QYSXJUFSXHHAJI-UHFFFAOYSA-N"	"125unit"
"NAUWTFJOPJWYOT-UHFFFAOYSA-N"	"12909(2+)"
"OYHQOLUKZRVURQ-UHFFFAOYSA-N"	"12c"
"KQKPFRSPSRPDEB-UHFFFAOYSA-N"	"12mg/ml"
"KQKPFRSPSRPDEB-UHFFFAOYSA-N"	"12mg/ml"
"SHGAZHPCJJPHSC-UHFFFAOYSA-N"	"13-ra"
"RHWKPHLQXYSBKR-UHFFFAOYSA-N"	"1349572a"
"HPBNRIOWIXYZFK-UHFFFAOYSA-N"	"1388r"
"XSQUKJJJFZCRTK-UHFFFAOYSA-N"	"13c-urea"
"WVDDGKGOMKODPV-UHFFFAOYSA-N"	"13g"
"TUNFSRHWOTWDNC-UHFFFAOYSA-N"	"14:00"
"PSGAAPLEWMOORI-UHFFFAOYSA-N"	"14/14"
